Gamma,Formation Date,SPY,QQQ,IWM,EFA,EEM,IEF,TLT,LQD,HYG,GLD,DBC,VNQ
2,2018-09-04,1.8495554138916813e-09,0.9999999928470202,3.1798272746532063e-09,1.2755175422178334e-10,5.296351797251939e-11,2.5451302673316617e-10,2.9990614388573456e-10,2.3435438173639753e-10,1.897182256128127e-10,2.9863210105551227e-10,2.7803280979698375e-10,3.8792504466417954e-10
2,2018-10-01,3.9895762780872215e-09,0.9999999873746566,5.180098619447926e-09,2.939870377634105e-10,2.638816407528908e-10,4.146571016163189e-10,3.5546846809682266e-10,3.617745173816501e-10,3.656757329253156e-10,4.396727242733175e-10,5.784474483520643e-10,3.8210401326631417e-10
2,2018-11-01,1.205616232495899e-07,0.9999996298076056,4.982284675821419e-08,5.832863677196221e-09,3.362646744502561e-09,1.3365128641690517e-08,2.0058106440473416e-08,1.876835890681924e-08,1.9924211789069945e-08,8.447942157942594e-08,2.4051316021512727e-08,9.965870446707363e-09
2,2018-12-03,2.1381235289753292e-08,0.8960518382540567,8.360238968081901e-10,1.700882498598272e-10,1.8885451347807122e-10,2.407246095318584e-10,2.8754129862597026e-10,2.574815285765099e-10,4.4885242488925065e-10,0.10394813714966815,2.7303277631254517e-10,5.124405286161319e-10
2,2019-01-02,1.0499918287144705e-08,0.6722724925854694,2.142672276165539e-09,1.3866087011050608e-09,5.220669827026894e-09,1.6233207586857223e-09,3.951456318139923e-09,2.090746237424413e-09,5.166356929645671e-09,0.3277274720562366,1.8764838654867824e-09,1.4000609014528452e-09
2,2019-02-01,6.14671036507389e-08,0.9846493179090666,6.25499442062322e-07,8.011195173753838e-09,1.2088194721338412e-07,1.0107357637346123e-08,1.2277346293544637e-08,1.4049521902566708e-08,2.7466369098229962e-08,0.015349738123370423,4.992620476512948e-08,1.4281075147943653e-08
2,2019-03-01,1.0823868700296004e-08,0.9998903472994322,0.00010961454637573156,1.8260497509753529e-09,4.639735447935463e-09,1.5947889492100017e-09,1.5978810063793112e-09,1.853005821132819e-09,2.872783083523749e-09,1.8610184925141346e-09,8.583974988860592e-09,2.5010859488584896e-09
2,2019-04-01,1.677497239510305e-08,0.9999999169727415,1.136454607314239e-08,1.246968354502841e-09,6.32886432446962e-10,3.7117753565270117e-09,6.0050648300760445e-09,4.812070162761405e-09,1.039410886235441e-08,5.144873991589382e-09,1.9806665532942045e-08,3.1333264588307404e-09
2,2019-05-01,8.290505308239246e-10,0.9999999975780054,2.669929982738194e-10,0.0,0.0,1.8273028599068186e-10,2.561878701984677e-10,1.7984037117812185e-10,1.7579692766036095e-10,1.868047451505246e-10,1.6967050553971283e-10,1.7492041932953313e-10
2,2019-06-03,3.1424719804339237e-10,0.9999999955675005,1.4533991766770416e-11,5.069184465898379e-11,1.3427831757433738e-11,3.8354835452433883e-10,1.6377598250050196e-09,5.585564755782171e-10,3.934963209988387e-10,6.633898298276219e-10,1.3211060542328792e-10,2.707372513984058e-10
2,2019-07-01,1.5800320062696268e-09,0.9999999953533939,2.0821014836202573e-10,9.115753460263207e-11,0.0,3.9215625411090366e-10,5.194682563437823e-10,5.196166867208882e-10,4.381670004962022e-10,4.937217290136554e-10,2.1919536394314533e-10,1.8488130469497886e-10
2,2019-08-01,5.822127320943088e-09,0.9999999858444465,1.8107385154644671e-10,2.0005316379091877e-10,0.0,1.1034181992930453e-09,1.2791888156504295e-09,1.5706892053389585e-09,1.5257451763722084e-09,1.1588852944626955e-09,8.524259994804301e-10,4.619463830326904e-10
2,2019-09-03,3.5586015948666397e-09,0.9778827077921546,1.3327846530522188e-10,3.8804916033447353e-10,2.7516240399418665e-10,3.872879166080486e-09,0.022117254213498576,6.7759128788894054e-09,1.7011340204735518e-09,1.910943748712439e-08,8.170168143489031e-10,1.3628748234536214e-09
2,2019-10-01,1.844818880743614e-09,0.9906179457618537,2.6596984667995434e-11,5.0651492941524415e-11,3.4225312634308437e-11,2.9788753055100057e-10,0.009382049774946178,6.490278980584105e-10,1.7605458013679004e-10,8.89721219683283e-10,8.157595822796626e-11,4.126402396977174e-10
2,2019-11-01,4.91536012172726e-08,0.9999990929904602,2.118474319822402e-09,3.056968191973421e-09,1.7986988531051306e-09,1.278343269894463e-08,6.552326100862504e-07,2.011721798210158e-08,6.758019217081796e-09,8.931038469841545e-08,4.729811200572145e-09,6.195032130135572e-08
2,2019-12-02,3.1152394647943695e-10,0.960343940289935,4.746060259751138e-11,1.1017057012085582e-10,5.362020809079636e-11,5.309229424807774e-10,0.03965605319046022,7.692974109137147e-10,2.332993523404431e-10,3.2811734760738157e-09,1.999946381429983e-10,9.821415517419886e-10
2,2020-01-02,1.7744250465250106e-10,0.9872966509169505,2.7287506825720854e-11,6.418605382230607e-11,2.7075796278991107e-11,3.039245596090575e-10,5.262091680610431e-09,4.1968904211819695e-10,1.3934457636069724e-10,0.012703342333174798,1.228383536029119e-10,2.0599456649447103e-10
2,2020-02-03,5.0701061491422526e-09,0.8636136721625136,1.1309494349025134e-09,1.6674285176029496e-09,1.2769035843894854e-09,5.939105567904767e-09,0.13638622569958375,8.40686154968765e-09,2.751198131615979e-09,6.823988676909723e-08,2.5315358504528926e-09,5.123927042040881e-09
2,2020-03-02,2.4195045774139917e-10,0.567450016788791,7.770134542033334e-11,9.989004584761213e-11,7.27208234056865e-11,4.668152830261143e-10,0.43254997985828153,6.207677868536055e-10,1.7088889498654537e-10,1.3224121869979254e-09,1.0454493578513446e-10,1.7523569316183814e-10
2,2020-04-01,4.504830523112007e-10,0.3806413718202869,1.1082236830680904e-10,1.244614085522978e-10,1.5402832038426212e-10,1.1313892192137764e-09,0.6193586232367638,4.744019261589771e-10,2.1579910522163538e-10,2.073391555552421e-09,2.478294459625295e-11,1.8338920668598403e-10
5,2010-04-12,4.616528964665833e-10,0.03167129461008366,7.451668963456258e-10,3.00754731620837e-10,0.06136731946998537,0.6363053759074471,1.4451416599826782e-09,2.4202664920893856e-06,0.020197281926303275,0.25045630188892526,3.7118875449964447e-10,2.6068581642036817e-09
5,2010-05-03,1.479334369654803e-10,0.008724391252173527,3.4956980020799503e-10,8.74412218050953e-11,0.05035510304093349,0.6187880945398454,3.4666474953365784e-10,0.013851630212260003,0.032909034745029965,0.26614317692536943,1.2604947264715323e-10,0.009228568226729265
5,2010-06-01,5.913881812760669e-10,8.77151570967122e-09,1.1018524141633866e-09,3.8503972050592686e-10,0.037158351224216166,0.6613594908905567,1.7651924611473152e-09,3.560636253553699e-05,8.965081062990132e-08,0.27925181536142674,5.046190645943301e-10,0.022194633390846867
5,2010-07-01,2.9243093653207815e-10,1.2993621490182247e-09,3.908514305943272e-10,2.1039566564771268e-10,0.0029015420657940096,0.6134742193392708,2.1121760299079682e-09,0.03177899350533191,0.012963781131207754,0.2973098698804206,2.454771942263008e-10,0.041571589527281426
5,2010-08-02,7.319594217914877e-11,2.365831209275158e-10,1.1209052502200021e-10,5.7542523653336643e-11,6.341609504316875e-09,0.5999566079776898,4.281897984256526e-10,0.017582853762072748,0.08076055500272535,0.25376133946835966,6.236039147272614e-11,0.04793863647758076
5,2010-09-01,1.068934526030739e-09,2.471433268669055e-09,1.3307468920627372e-09,8.541849792693075e-10,9.939512247747994e-08,0.5673110255706688,1.854605458451827e-06,0.10045603493782242,0.0009433533357135775,0.28055999481888755,8.953767794551597e-10,0.050727630715650326
5,2010-10-01,3.5712118254011436e-09,2.0002458382132588e-08,7.250497120611034e-09,2.72490984193497e-09,0.0013744086881093238,0.5991917341399406,2.363819639561216e-08,0.07912269248257724,0.017479451752935922,0.2522121049883924,2.83620417165253e-09,0.05061954792456674
5,2010-11-01,4.231986127923087e-10,1.955303290567579e-09,8.839156847262083e-10,3.035594090430761e-10,2.691792115081584e-09,0.6160774856372644,1.3102247297554313e-09,0.04328785876286217,0.05108073828102065,0.2390160726067953,2.865900528177797e-10,0.05053783685747353
5,2010-12-01,4.314695679498918e-10,5.3687028110158284e-09,1.8381721354562943e-09,2.721908986352773e-10,1.444831112545083e-09,0.5435590829042181,1.242015969013424e-09,0.056324473293555465,0.06530982709931116,0.2813502461225107,2.6599083075417205e-10,0.053456359717031304
5,2011-01-03,7.495415772605295e-10,1.4801908792286913e-08,4.860546482292754e-09,4.783357063800242e-10,2.3820004649442817e-09,0.5092400947504275,2.109076844714451e-09,0.053540201552783294,0.11623360582545118,0.264558972905647,4.2617764080449803e-10,0.056427099158103476
5,2011-02-01,2.4972294441095632e-09,0.10351713207704713,1.006372961040714e-08,1.8287720080487634e-09,4.2777482555998526e-09,0.5581848794896874,8.271320911378293e-09,0.005259372790111897,0.11942057832065502,0.19074216828497592,1.6550250294747147e-09,0.022875840443697386
5,2011-03-01,9.236505473528691e-10,0.15115308427785437,5.16170190973433e-09,6.640119004931912e-10,7.903936304769413e-10,0.5005079425609931,1.3065796446656653e-08,0.036527836696332305,0.10612727478049634,0.19724675858935017,7.076314748288572e-10,0.008437081781787672
5,2011-04-01,5.943957179876677e-11,0.14631348855187604,1.898214931562718e-09,3.696706135636953e-11,7.038091407099442e-11,0.41588965615440127,5.914158614583336e-10,0.0801710312177549,0.10165055173463222,0.2559752630450145,3.7581818688529726e-11,6.602320873155717e-09
5,2011-05-02,7.547770945382188e-10,0.05812448219066611,0.01569666156377987,3.959882839773295e-10,9.537055456673676e-10,0.3988289658355717,3.284067483671128e-09,0.09101531467275983,0.07648601228093167,0.33976673246644545,3.3998697501410415e-10,0.020081825261320053
5,2011-06-01,5.102303228198167e-09,5.451105402552983e-07,9.199719780075164e-08,2.6118929430894274e-09,6.521494220964612e-09,0.4498120889242204,1.9433363935029806e-08,0.11824488477214604,0.08946378957455435,0.29024659202850583,2.2869071357190632e-09,0.05223197163687408
5,2011-07-01,1.8749714620531677e-10,0.037177219538217565,2.4379173630358182e-09,8.932775272147095e-11,2.5825862514472297e-10,0.450067674025682,3.409126966738273e-10,0.11658582463537752,0.09555231052627824,0.2562890006675706,7.029290016190096e-11,0.044327967222667596
5,2011-08-01,4.192542897457676e-09,0.04622389881996523,1.2163282386223388e-08,2.1815987683545083e-09,1.0365086345393932e-08,0.40755537853141066,2.386188767422504e-08,0.1378802373685857,0.06810869197429929,0.3048208741631801,1.7921343241485214e-09,0.035410864586026755
5,2011-09-01,1.883314400801725e-10,0.005344725210397715,3.339564076561931e-10,1.0655653627829907e-10,6.612149705816905e-10,0.34401755891450964,6.873126482304318e-09,0.1051446411770386,0.09068964452491933,0.4204141849681319,7.2474338270478e-11,0.03438923696934257
5,2011-10-03,1.5621867129082934e-09,0.135380981657538,1.895315721005704e-09,1.1205608509867716e-09,1.897061687603498e-09,3.5517770741401983e-08,0.14231592785341043,0.40717723176368337,1.0603820837056649e-08,0.3151257942991289,1.3869063436257396e-09,1.0442616345200136e-08
5,2011-11-01,3.053079233760439e-09,0.1310197454844078,3.757125069346731e-09,1.890125896170961e-09,5.142324716528291e-09,1.092441381749927e-08,0.09465824375086652,0.20749556527828492,0.14389008955982024,0.42293629698416235,1.7339102309982462e-09,3.24414792756891e-08
5,2011-12-01,1.0013577857195736e-10,0.20881690136070286,1.060555100891761e-10,6.887824884171955e-11,1.3670091875632396e-10,4.1493007127181127e-10,0.13966999521357648,7.447839976417979e-09,0.24547094135981978,0.406042151863726,6.206575465359356e-11,1.865568443342593e-09
5,2012-01-03,1.6155544391679805e-10,0.28857962889647876,1.4166201933528211e-10,1.2259963578803873e-10,9.936745773668588e-11,3.45517615900618e-09,0.19362384903698646,1.0079907459804288e-08,0.18478210826754576,0.33301439537954186,1.2642311749207434e-10,4.232755807798011e-09
5,2012-02-01,1.2697293205604608e-10,0.41897644264974016,1.1830625693209962e-10,7.464705822973503e-11,1.923402901590225e-10,2.465163230147839e-10,0.2583168123480948,4.079313890996814e-10,1.3677702096925602e-09,0.2990729381444962,8.30169543555927e-11,0.023633804240167505
5,2012-03-01,1.2305649940479093e-09,0.4471157901149936,7.782738594110867e-10,5.981577641978893e-10,1.0940264347028432e-09,1.727999559874725e-09,0.2761471491203005,1.3963019944034772e-08,0.002100978554649468,0.20948149236042388,7.620256730078504e-10,0.06515456969556445
5,2012-04-02,1.084547088437269e-09,0.3349213689392154,6.887133901594e-10,6.205250321111795e-10,4.668474375398276e-10,3.4470937311784563e-09,0.21839849011597065,0.010885357076338106,0.03688306463725568,0.2490185094126604,7.342984585320753e-10,0.14989320277653467
5,2012-05-01,2.9485992043997523e-09,0.3063249011510827,1.5165514382842712e-09,1.0654233402381985e-09,9.711461944875482e-10,3.957621263145987e-09,0.2887228512818247,1.9510273503114034e-08,1.8724563294622382e-08,0.2709283719974072,1.2438634993016401e-09,0.13402382563164364
5,2012-06-01,1.5980364240512626e-09,0.21458104121265456,1.1567883716383256e-09,5.523176585842424e-10,5.732909887628027e-10,2.0889911809949437e-09,0.45885320241802235,3.262233158168824e-09,5.503441408320473e-09,0.08832100987845536,7.482207871268388e-10,0.2382447310075477
5,2012-07-02,2.1305704291551546e-09,0.12157483593598489,1.0926315069578072e-09,5.624816910571374e-10,5.624335197445295e-10,2.6540121921641974e-09,0.4215693244338749,2.37999895341275e-09,5.2844755774705595e-09,0.14807628823095273,6.726640513020381e-10,0.3087795360599195
5,2012-08-01,1.1632662044384974e-08,0.055554417401255114,5.335770270116536e-09,2.8392995808098343e-09,2.877282597651228e-09,1.03488088936539e-08,0.4457851441971074,8.792690013843711e-09,1.4896160384161655e-08,0.157854047395016,3.5917936071122184e-09,0.3408063306921539
5,2012-09-04,4.662577516269229e-10,0.21770033701754865,2.6433999006472584e-10,1.5350001652143067e-10,1.4872958300440767e-10,5.954964256693835e-10,0.40150256955127456,4.692191148589754e-10,1.8112209631874222e-09,0.16664925553171858,2.7376999631222827e-10,0.2141478337169244
5,2012-10-01,1.1300916474918309e-09,0.2616064952598099,6.183257670350923e-10,2.3072370246477778e-10,2.2665576306238204e-10,1.6344268805439325e-09,0.35996553128497855,1.3944987876577916e-09,1.7599086900534757e-09,0.24900832051451663,3.605542099716484e-10,0.12941964558550942
5,2012-11-01,1.8898527291990795e-09,0.18262637026781914,1.358966534686502e-09,3.966479595724863e-10,4.0208381526270037e-10,1.6040196399444603e-09,0.4032911361417187,2.8700909857110164e-09,4.8177640874975586e-09,0.1875441713930922,5.031379649924949e-10,0.22653830835480623
5,2012-12-03,7.860452327199898e-09,0.24757068765790535,7.336206151438128e-09,2.196510597298281e-09,2.1127440083857183e-09,7.669399509390803e-09,0.4900076707689652,1.1720077036874939e-08,7.431643328588211e-08,0.0615207396515549,3.596331886035911e-09,0.20090078511341958
5,2013-01-02,1.0005642070156846e-08,0.13264581081372215,8.73252021827666e-09,1.7117272178831175e-09,1.6324104120257905e-09,5.711112679069897e-09,0.4675243447327992,6.5293629832267765e-09,1.8616258973914984e-08,0.14480094325892867,1.8057692598238666e-09,0.25502884644974616
5,2013-02-01,3.172586269130963e-09,0.1824413842884451,2.3515746260670152e-09,4.954412296852497e-10,4.551192395007439e-10,9.035482694508993e-10,0.41873270487615966,1.0119294493939852e-09,2.784073908087155e-09,0.13983304042116132,7.344444283059872e-10,0.2589928585055167
5,2013-03-01,3.084789670870185e-08,0.18939820637103835,1.2083128108435001e-08,2.9556849636560784e-09,2.479058230090782e-09,6.1630698536597906e-09,0.47342310265694426,7.1257778583652584e-09,2.434676954241056e-08,0.06765305086224786,3.4526538049452423e-09,0.2695255506557305
5,2013-04-01,7.598712441660262e-09,0.19387078133173982,1.0538562250608744e-09,1.4003640090963054e-10,1.0793640848017462e-10,3.635321596587558e-10,0.47711338504198986,2.979907317036868e-10,1.4795035235920919e-09,0.0957515290460484,1.7010699090826393e-10,0.23326429336854704
5,2013-05-01,6.214378377669297e-08,0.2322382419721669,7.491028684320701e-10,6.568717380324995e-10,3.106392894471074e-10,8.636038667435438e-10,0.5303726872836518,8.760861507299327e-10,7.4452092276835434e-09,2.81851955533435e-09,4.380836764200983e-10,0.23738899444228112
5,2013-06-03,0.3357439926901757,0.22192583348844028,3.2913745928038215e-10,8.999811920325695e-11,6.646623573691527e-11,1.702526271928468e-10,0.44232990069523026,2.1139338028975335e-10,6.212267617916684e-10,8.646056611555171e-11,9.366318938592833e-11,2.714575554941437e-07
5,2013-07-01,0.34144229572170387,0.2726798186528986,6.377740842562443e-10,9.491439223810146e-11,7.741574587334861e-11,2.3328154909971453e-10,0.38587787579210026,1.9962827406422524e-10,3.0023208276229936e-10,7.933548090300642e-11,9.735112786388252e-11,8.113364756600249e-09
5,2013-08-01,0.2968279367127097,0.3242245520599354,1.4463203165351406e-08,8.320094156397927e-10,7.619708117705684e-10,2.9112374224991158e-09,0.37894747819137276,2.287103818640115e-09,2.8166069381822837e-09,1.9314178495767744e-09,1.0417245504174106e-09,5.990708155654851e-09
5,2013-09-03,0.07986778287319807,0.5638670987996839,2.1647451653045272e-09,1.6756160485534966e-10,1.340657263120639e-10,8.162613506757026e-10,0.35626511217703777,6.778233672940204e-10,9.379000776874365e-10,6.502238937059124e-10,3.0935629948610935e-10,2.921427483287618e-10
5,2013-10-01,0.22147528732483993,0.4158690936155847,1.693371006671521e-07,3.961301945142256e-09,2.8327870706565958e-09,2.196952095907695e-08,0.36265536951383737,1.3923159234086083e-08,1.6313243386406458e-08,4.93397183443389e-09,4.424521772205166e-09,1.185013100835308e-08
5,2013-11-01,0.3709208546573659,0.24356816905790693,1.8590352036731365e-08,6.88108101960225e-10,3.969101239717585e-10,2.004181347474939e-09,0.385510947534962,1.845145293316863e-09,2.121270279837312e-09,5.350111190221956e-10,5.678891283064862e-10,2.0008976652205952e-09
5,2013-12-02,0.31135805505555525,0.30320345292295114,4.836366476691176e-09,3.9336220176465e-10,2.1941423921129142e-10,1.2230956832182994e-09,0.38543848157674265,1.2297392015268812e-09,1.3152549024806813e-09,2.403116640774304e-10,2.937970129827611e-10,6.934096616462818e-10
5,2014-01-02,0.13901577827248993,0.4685095518078986,1.7331392169970833e-08,3.594799366124926e-09,1.6250090744761418e-09,1.3204994439148248e-08,0.39247459463005996,1.7056862884980358e-08,1.2859100398300002e-08,2.1977328048613277e-09,2.4224881736994713e-09,4.997172187262752e-09
5,2014-02-03,0.015915535239481804,0.5239002998451852,4.8505780085678485e-09,2.4525567011789726e-10,1.1340754681115928e-10,6.019794907698932e-10,0.46018415658725786,7.852916803080681e-10,7.64375541568118e-10,1.6934724721519547e-10,1.4027651630692897e-10,6.57563446368647e-10
5,2014-03-03,1.8045936840896148e-06,0.5580674810877575,3.9943623877288315e-08,4.918710961053331e-09,2.210134693408123e-09,1.043877903411233e-08,0.4419306123168297,1.2509405029975123e-08,1.1821963252821917e-08,3.010601462472889e-09,2.6633170277033554e-09,1.4485193468250263e-08
5,2014-04-01,0.1817087117263528,0.37449060349147956,6.074339220559566e-09,1.4950426739415414e-09,4.9738464327708e-10,2.6177803780219354e-09,0.44380066172077504,3.84014774033135e-09,3.520774611904806e-09,6.765017820707356e-10,5.242039612222914e-10,3.815217592762554e-09
5,2014-05-01,0.27498837524853925,0.26893546203860585,1.0954068850596006e-09,3.933425743404471e-10,1.3968173639108143e-10,7.308305654704458e-10,0.4560761565994162,1.1150935095426726e-09,1.0948904453990834e-09,1.9559855399781405e-10,1.0723649970290686e-10,1.2413579039852612e-09
5,2014-06-02,0.13901102373719637,0.4382765054473584,6.663767525290935e-09,3.3327514082191963e-09,1.2379846714731777e-09,4.903265787153906e-09,0.42271242878594184,7.298962611794184e-09,7.707118687125449e-09,1.4373940647878806e-09,1.3206784075158775e-09,8.127580064355343e-09
5,2014-07-01,0.0070303647979908625,0.5671602101341524,2.3134547469963163e-10,8.373016454490795e-11,3.767953429039492e-11,1.1167239330059482e-10,0.42580942398042126,1.5892445202770483e-10,1.7104714444191403e-10,4.40302056913321e-11,4.801876442153074e-11,2.0098736528074995e-10
5,2014-08-01,0.0805454456053798,0.5096373694503253,4.453628154188906e-10,2.039873698142301e-10,9.300287387761317e-11,2.573473162276963e-10,0.4098171825730722,3.673984057423809e-10,3.3965566940130264e-10,9.69258063819672e-11,9.222163310348032e-11,4.753207826637028e-10
5,2014-09-02,0.1183001739878811,0.601229238150441,5.344627237848647e-10,1.3464453504707575e-10,7.231163345992768e-11,1.7100284767669712e-10,0.28047058572708583,3.0402939131972004e-10,2.679561802027058e-10,6.514084148735316e-11,7.065182434211946e-11,5.143921224143023e-10
5,2014-10-01,0.42413173008439764,0.4179941220204591,3.793335202752614e-09,1.0995991630817025e-09,7.156221722737762e-10,5.20283330045715e-09,0.1578741112515386,1.0350493091895612e-08,7.084304168046169e-09,1.00616472828684e-09,9.531194993140604e-10,6.438133453363455e-09
5,2014-11-03,0.2982553170069103,0.5072594398441145,1.9069516232853777e-08,5.688175190678268e-09,3.3929627967986765e-09,1.5109079921522744e-08,0.19448503834398656,2.0763386664132437e-08,1.5054334392704427e-08,3.0440510263210678e-09,3.307031374072958e-09,1.193764509212945e-07
5,2014-12-01,1.5027216733504133e-06,0.8343043240647333,3.737448217662448e-09,1.7312514264612057e-09,1.0540604018110308e-09,3.5253090336899255e-09,0.16542825016788673,7.751599793092328e-09,3.649012809046034e-09,8.658339184560444e-10,8.84720890726387e-10,0.0002658998464702538
5,2015-01-02,0.008196439581104064,0.8244587008869722,7.585771605695857e-10,2.16215974500776e-10,1.3571063685390658e-10,3.816794145051728e-10,0.1673448297757705,6.393239612458388e-10,3.127926055400446e-10,1.2401712378854753e-10,1.0613089505877507e-10,2.7081705514712348e-08
5,2015-02-02,2.7246885800072104e-06,0.6068460598108696,1.190891413550719e-08,4.5207801114316375e-09,2.3270028866137097e-09,5.7392152562385326e-09,0.29405924150049023,8.299120660041112e-09,5.946064893171591e-09,2.1355178476199406e-09,1.5241351527750495e-09,0.09909193159930924
5,2015-03-02,0.19077869829712216,0.5291847584576151,1.0863667917711512e-08,2.167728548030904e-09,1.1573142995999326e-09,2.8948984418319003e-09,0.27116419760390437,3.694629872687525e-09,2.9200518924416866e-09,1.041547029487543e-09,7.439620785875498e-10,0.00887232015755816
5,2015-04-01,0.33992946796924234,0.32856429843923424,7.311422716279742e-08,1.9358009011796734e-09,9.390764494605762e-10,2.663033421093411e-09,0.33150596592640996,3.3039509603229674e-09,2.5600874981414373e-09,8.635706217777292e-10,4.812711911872945e-10,1.818040951962952e-07
5,2015-05-01,0.29291118688877615,0.45244739948637874,2.864272461843618e-08,4.665524520094427e-09,1.7856504742143946e-09,4.950095789829675e-09,0.2546413474604943,7.201292431760344e-09,5.1977264141407925e-09,1.5794308490031008e-09,7.19236301865631e-10,1.1422669339596561e-08
5,2015-06-01,0.2682575274979159,0.6256814724404022,7.287953226555008e-10,2.3101589421609632e-10,6.672971308668502e-11,2.527919866168021e-10,0.10606099752423936,4.074104445952416e-10,2.6382728891434714e-10,6.252440398764416e-11,4.798142100296714e-11,4.763660433209968e-10
5,2015-07-01,0.23720190685910894,0.6534766309946116,4.687147257993393e-09,2.4485118874971895e-10,1.0070378299033197e-10,5.031694260861228e-10,0.10932145508241303,7.107890183401759e-10,3.1953097148346614e-10,9.686087046405639e-11,8.136041545766974e-11,3.19453576793894e-10
5,2015-08-03,0.02036480772925303,0.8814385712586148,3.106005794095094e-08,2.542544996227936e-09,7.277690718767089e-10,3.549577635908417e-09,0.09819657308892459,3.0214231949546014e-09,1.954060327032097e-09,6.588936380900827e-10,4.792341530064972e-10,3.929646468998521e-09
5,2015-09-01,0.2803767517826393,0.5088309481276729,1.1856320500396959e-08,4.229746243109149e-10,1.548171233130986e-10,1.867109035479888e-09,0.21079228296850064,1.2372389814718622e-09,6.864884928229593e-10,1.6085349748504632e-10,9.555902690569861e-11,6.398257048100849e-10
5,2015-10-01,8.604471569227551e-08,0.6932368690947889,1.0631515218992209e-09,2.715655826890818e-10,1.0460930055216375e-10,1.5065207461141972e-09,0.30676303517868286,7.14221722959498e-10,3.8969369862525045e-10,9.750789204982214e-11,6.975174340887316e-11,5.4647901474383215e-09
5,2015-11-02,1.5163190293532207e-09,0.7799072969028219,4.006536897908156e-10,1.7309538199686616e-10,9.31583031435576e-11,7.474400917193779e-10,0.22009269772780998,4.239181032907674e-10,2.655149071269078e-10,9.49119794120011e-11,5.127113875364375e-11,1.6030854808008122e-09
5,2015-12-01,3.404893267147856e-09,0.8084285946607823,1.1955219982117239e-09,3.3811137731145035e-10,1.8293558099430576e-10,1.5514059892706379e-09,0.19157139352406982,1.1474435306682446e-09,4.933330299488133e-10,1.8019810825344442e-10,1.0956245579498139e-10,3.2117425375253954e-09
5,2016-01-04,8.568890046516396e-10,0.7528452159748764,2.3830213754922475e-10,1.1534314115868589e-10,6.491074401313703e-11,6.96630892916065e-10,0.24715478050422865,4.007801841030384e-10,1.6939005408646184e-10,7.099042555132442e-11,4.0682692910607973e-11,8.669758313048656e-10
5,2016-02-01,3.3825224389463796e-08,0.642141745948234,8.449033380681052e-09,5.443201709391233e-09,3.304882781564622e-09,5.552883585027564e-08,0.35785808613340137,1.9482474668299963e-08,9.057639619520427e-09,3.658934296437177e-09,2.1444539253137976e-09,2.702368389076729e-08
5,2016-03-01,2.601121511275604e-08,0.6108393915979136,5.742291990485246e-09,3.5461784313102244e-09,2.4293252790271438e-09,3.0506556799768496e-08,0.389160501793399,1.1608771852294342e-08,6.431272561361661e-09,3.3733912181962244e-09,1.6041097360832572e-09,1.5355574470647566e-08
5,2016-04-01,2.948604535674899e-08,0.626060195147097,7.062779859482863e-09,4.787309637423694e-09,3.480894027831092e-09,2.448295248143997e-08,0.3739396579000965,1.868118749730242e-08,7.434284307611123e-09,4.0337464300921286e-09,2.135317863745168e-09,4.536828917287352e-08
5,2016-05-02,2.068195713655825e-09,0.6352626494256398,2.4252481822104327e-10,1.0085608499874713e-10,7.676321135261972e-11,1.1187230730047444e-09,0.36473734531988405,8.622765487062609e-10,2.0443133770066285e-10,1.685958699969841e-10,4.80500261473528e-11,3.6405934293165143e-10
5,2016-06-01,4.698091924891478e-08,0.5787070912057899,9.795141316492836e-09,5.911902402299541e-09,4.28014965221894e-09,2.6796340228209932e-08,0.4212926876325979,2.5479055413019145e-08,1.0422758548059009e-08,6.646299306021606e-09,2.224575447355542e-09,8.262447066535286e-08
5,2016-07-01,1.556080341400553e-09,0.5140121411988414,3.2918886707257184e-10,1.9797572812244156e-10,1.6378193833181197e-10,5.587120930228173e-10,0.4859872420073723,6.430640452452736e-10,2.6844408498768024e-10,5.309123932937101e-10,6.613817506023032e-11,6.124794884454684e-07
5,2016-08-01,8.67286857262143e-09,0.47419602279654544,2.7729165822333674e-09,1.7985978928290957e-09,1.5930235145347574e-09,4.1378475656098426e-09,0.4987220194649986,4.492934297360964e-09,2.3083205062417815e-09,2.3857629213172537e-09,7.215856011917048e-10,0.02708192885459845
5,2016-09-01,3.5568468821656987e-08,0.44526397563993586,1.1632833181616825e-08,5.884564529030736e-09,5.2521626525196585e-09,1.2904784319251196e-08,0.47255716477119775,1.512722295478791e-08,8.381928542721353e-09,5.330226032351342e-09,1.8135319654881623e-09,0.08217875769314333
5,2016-10-03,2.193704655605751e-09,0.4866971611962236,5.94001981519412e-10,3.3367723408537297e-10,3.0414177745523526e-10,8.345949616903537e-10,0.5133025546744145,1.0450419919628834e-09,5.753222010380639e-10,4.527525041140247e-10,1.1687858149710514e-10,2.776792460250126e-07
5,2016-11-01,4.77651403665909e-10,0.49414614202724,1.203516850088737e-10,7.73971315550358e-11,7.201254065881169e-11,3.2322542784076603e-10,0.5058538534857203,3.797683182516989e-10,1.6746402273983418e-10,1.1867342828777973e-10,3.2267172054769255e-11,2.718228491969911e-09
5,2016-12-01,1.026897404015788e-07,0.44733062091764436,2.1182881083021657e-08,5.364485428946896e-09,4.79977397949453e-09,2.9833911952195114e-08,0.4519607558556839,3.9064047481008666e-08,1.6505623683166927e-08,9.020981216022234e-09,2.2078883354281065e-09,0.10070839255733824
